N°Ins,Année,Code_UE,UE,Coef_UE,credit_UE,AnnéEtude,type_UE,Moy_UE,credit_obtenue,Aquit,An_d_obtent_UE
14011197983,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2014
14011197983,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2014
14011197983,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14011198043,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,10.03,14.0,true,2013
14011198043,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,11.61,12.0,true,2013
14011198043,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,11.75,4.0,true,2013
14011198043,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,7.30,5.0,false,2014
14011198043,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,8.59,8.0,false,2014
14011198043,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,14.00,2.0,true,2013
14010896732,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.08,15.0,true,2008
14010896732,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,10.09,9.0,true,2008
14010896732,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.50,6.0,true,2008
14010896732,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,11.23,12.0,true,2008
14010896732,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,7.50,2.0,false,2008
14010896732,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,11.02,12.0,true,2008
14010996979,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2014
14010996979,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14011097140,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2014
14011097140,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2014
14011097140,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2014
14011097140,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2014
14011097140,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14011097142,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2014
14011097142,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2014
14011198053,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,10.51,14.0,true,2013
14011198053,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,11.86,12.0,true,2013
14011097142,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2014
14011097142,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2014
14011097142,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2014
14011097142,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14011097144,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2014
14011097144,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2014
14011097144,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2014
14011197796,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,0.00,0.0,false,2014
14011197796,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,0.00,0.0,false,2014
14011197796,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,0.00,0.0,false,2014
14011197796,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,0.00,0.0,false,2014
14011197796,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,0.00,0.0,false,2014
14011198053,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,10.50,4.0,true,2013
14011198053,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,5.03,0.0,false,2014
14011198053,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,8.21,8.0,false,2014
14011198053,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,14.00,2.0,true,2013
14010896800,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,10.05,15.0,true,2009
14010896800,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,9.65,4.0,false,2009
14010896800,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,12.20,2.0,true,2009
14010896800,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,10.80,14.0,true,2009
14010896800,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,11.07,13.0,true,2009
14010896800,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,9.20,0.0,false,2009
14010896801,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,10.00,15.0,true,2009
14011197796,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,0.00,0.0,false,2014
14011197804,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2014
14011197804,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2014
14011197804,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2014
14011198084,1,TRX,Technologie des Réseaux(o),2.6,6.5,1MGI201,Fondamental,12.44,6.5,true,2014
14011198084,1,REOP,Recherche Opérationnelle (o),3.8,9.5,1MGI201,Fondamental,7.58,0.0,false,2014
14011198084,1,ALOG,Architecture logicielle (O),3.6,9.0,1MGI201,Méthodologique,9.86,5.5,false,2014
14011198084,1,UDE,UE Découverte (p),1,2.5,1MGI201,Découverte,10.00,2.5,true,2014
14011198084,1,UTE,UE Transversale (o),1,2.5,1MGI201,Transversal,15.00,2.5,true,2014
14010896801,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,10.55,13.0,true,2009
14010896801,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,13.00,2.0,true,2009
14010896801,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,11.33,14.0,true,2009
14010896801,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,9.93,4.0,false,2009
14010896801,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,9.60,0.0,false,2009
14011097144,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2014
14011097144,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2014
14011097144,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14011197804,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2014
14011197804,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2014
14011197804,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14011198087,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,11.50,14.0,true,2013
14011198087,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,10.69,12.0,true,2013
14011198084,1,VTIM,Vision et Traitement Image,5.2,13.0,1MGI202,Fondamental,11.07,13.0,true,2014
14011198084,1,TCE,Technologie des Télécom,4.6,11.5,1MGI202,Méthodologique,9.16,5.0,false,2014
14011198084,1,EDP,EU Découverte (P),1.2,3.0,1MGI202,Découverte,9.55,0.0,false,2014
14010896805,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,10.78,15.0,true,2009
14011097154,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2014
14011097154,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2014
14011097154,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2014
14011097154,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2014
14011198087,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,9.25,2.0,false,2013
14011198087,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,5.39,0.0,false,2014
14011198087,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,6.00,4.0,false,2014
14011198087,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,13.00,2.0,true,2013
14011198084,1,UET,UE Transversales,1,2.5,1MGI202,Transversal,9.50,0.0,false,2014
14011198091,1,TRX,Technologie des Réseaux(o),2.6,6.5,1MGI201,Fondamental,13.15,6.5,true,2014
14011198091,1,REOP,Recherche Opérationnelle (o),3.8,9.5,1MGI201,Fondamental,7.67,0.0,false,2014
14011198091,1,ALOG,Architecture logicielle (O),3.6,9.0,1MGI201,Méthodologique,12.80,9.0,true,2014
14011198091,1,UDE,UE Découverte (p),1,2.5,1MGI201,Découverte,12.00,2.5,true,2014
14011198091,1,UTE,UE Transversale (o),1,2.5,1MGI201,Transversal,9.00,0.0,false,2014
14011198091,1,VTIM,Vision et Traitement Image,5.2,13.0,1MGI202,Fondamental,10.02,13.0,true,2014
14010896752,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.12,15.0,true,2008
14010896752,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,9.82,6.0,false,2008
14010896752,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,10.50,6.0,true,2008
14010896752,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,10.46,12.0,true,2008
14010896752,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,12.00,6.0,true,2008
14010896752,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,10.24,12.0,true,2008
14010896754,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.65,12.0,false,2008
14010896754,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,11.24,9.0,true,2008
14011197814,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2014
14011198091,1,TCE,Technologie des Télécom,4.6,11.5,1MGI202,Méthodologique,10.83,11.5,true,2014
14011198136,1,ANG,Anglais Premier Niveau,1,2.5,1MGI191,Transversal,16.00,2.5,true,2014
14011198136,1,BSE,BD_Dat_SW_EL,1,2.5,1MGI191,Découverte,11.00,2.5,true,2014
14011198136,1,LCO,Logique et Connaissance (O),3,6.5,1MGI191,Fondamental,11.10,6.5,true,2014
14011198136,1,MVS,Modélisation Vérification Syst,3.5,9.0,1MGI191,Méthodologique,12.65,9.0,true,2014
14011198136,1,ROP,Recherche Opérationnelle(O),4,9.5,1MGI191,Fondamental,8.84,2.5,false,2014
14011198136,1,ANG2,Anglais,1,2.5,1MGI192,Transversal,14.50,2.5,true,2014
14010896754,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,12.00,6.0,true,2008
14010896754,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,10.95,12.0,true,2008
14010896754,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,10.00,6.0,true,2008
14010896754,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,9.13,8.0,false,2008
14010896755,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.29,3.0,false,2008
14010896755,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,11.65,9.0,true,2008
14010896755,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.38,6.0,true,2008
14010896755,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,10.83,12.0,true,2008
14010896755,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,9.33,4.0,false,2008
14010896755,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,13.08,12.0,true,2008
14010896756,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.62,15.0,true,2008
14010896756,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,11.87,9.0,true,2008
14010896756,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,8.88,3.0,false,2008
14010896756,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,10.98,12.0,true,2008
14010896756,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,8.83,4.0,false,2008
14010896756,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,12.08,12.0,true,2008
14010996985,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996985,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,16.37,14.5,true,2010
14010996985,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,12.68,15.5,true,2010
14010996986,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,11.19,15.5,true,2010
14011197814,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2014
14011197814,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2014
14011197814,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2014
14011197814,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2014
14011197814,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14011197817,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,0.00,0.0,false,2014
14011198138,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2014
14011198138,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2014
14011198138,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2014
14011198138,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2014
14011198138,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2014
14011198138,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14011198141,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2014
14010996986,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,13.16,14.5,true,2010
14010996986,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996987,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,13.74,15.5,true,2010
14010996987,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,14.26,14.5,true,2010
14010996987,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996988,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996988,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,14.46,14.5,true,2010
14010996988,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,11.92,15.5,true,2010
14010996989,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996989,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,13.80,14.5,true,2010
14011197817,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,0.00,0.0,false,2014
14011197817,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,0.00,0.0,false,2014
14011197817,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,0.00,0.0,false,2014
14011197817,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,0.00,0.0,false,2014
14011197817,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,0.00,0.0,false,2014
14011197819,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2014
14010996989,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,11.14,15.5,true,2010
14010996990,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,7.84,0.0,false,2010
14010996990,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,12.20,14.5,true,2010
14010996990,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2014
14010996991,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996991,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,14.14,14.5,true,2010
14010996991,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,10.29,15.5,true,2010
14010996992,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996992,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,15.46,14.5,true,2010
14010996992,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,12.28,15.5,true,2010
14011197819,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2014
14011197819,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2014
14011197819,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2014
14011198091,1,EDP,EU Découverte (P),1.2,3.0,1MGI202,Découverte,10.20,3.0,true,2014
14011198091,1,UET,UE Transversales,1,2.5,1MGI202,Transversal,14.00,2.5,true,2014
14011198101,1,UEF1,UEF du Génie Logiciel,5,10.0,1MGI231,Fondamental,13.70,10.0,true,2014
14010896767,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.55,12.0,false,2008
14010896767,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,10.08,9.0,true,2008
14010896767,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,13.25,6.0,true,2008
14010896767,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,12.14,12.0,true,2008
14010996993,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996993,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,13.89,14.5,true,2010
14010996993,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,12.48,15.5,true,2010
14010996994,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996994,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,13.82,14.5,true,2010
14010996994,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,10.42,15.5,true,2010
14010996996,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996996,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,12.78,14.5,true,2010
14010996996,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,11.73,15.5,true,2010
14010996997,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996997,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,13.23,14.5,true,2010
14010996997,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,11.14,15.5,true,2010
14010896767,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,14.33,6.0,true,2008
14010896767,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,11.62,12.0,true,2008
14010896770,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.73,6.0,false,2008
14010896770,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,8.93,3.0,false,2008
14010896770,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,13.25,6.0,true,2008
14010896770,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,9.42,3.0,false,2008
14010896770,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,11.00,6.0,true,2008
14010896770,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,11.01,12.0,true,2008
14010996999,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996999,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,6.59,5.5,false,2014
14010996999,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,11.42,15.5,true,2010
14011097154,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2014
14011097154,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2014
14011399264,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,0.00,0.0,false,2014
14011399264,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,1.45,0.0,false,2014
14011399264,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,5.50,3.0,false,2014
14011399264,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,0.00,0.0,false,2014
14011399264,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,0.00,0.0,false,2014
14011399264,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,0.00,0.0,false,2014
14010896774,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,11.32,15.0,true,2008
14010896774,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,9.03,6.0,false,2008
14010896774,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,13.13,6.0,true,2008
14010896774,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,8.56,6.0,false,2008
14010896774,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,13.58,6.0,true,2008
14010896774,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,13.79,12.0,true,2008
14010896775,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.90,15.0,true,2008
14010896775,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,12.08,9.0,true,2008
14010896775,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.25,6.0,true,2008
14010896775,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,10.13,12.0,true,2008
14010896775,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,10.67,6.0,true,2008
14010896775,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,8.53,8.0,false,2009
14010896805,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,11.78,13.0,true,2009
14010896805,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,16.60,2.0,true,2009
14010896805,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,11.45,14.0,true,2009
14010896805,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,12.33,13.0,true,2009
14010896777,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,7.37,6.0,false,2008
14010896777,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,8.76,3.0,false,2008
14010896777,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.25,6.0,true,2008
14010896777,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,5.79,0.0,false,2008
14010896777,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,6.00,0.0,false,2008
14010896777,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,7.26,0.0,false,2008
14010896805,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,10.60,3.0,true,2009
14010997000,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,8.40,5.5,false,2010
14010997000,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,13.72,14.5,true,2010
14010997000,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2014
14010997001,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010997001,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,12.73,14.5,true,2010
14010997001,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,11.97,15.5,true,2010
14010997002,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,9.88,5.5,false,2010
14010997002,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,11.31,14.5,true,2010
14010997002,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2014
14010997003,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,13.00,15.5,true,2010
14010997003,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,15.01,14.5,true,2010
14010997003,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010997004,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,12.42,15.5,true,2010
14010997004,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,12.84,14.5,true,2010
14010997004,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010997006,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,12.12,15.5,true,2010
14010997006,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,5.23,0.0,false,2014
14010997006,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2014
