N°Ins,Année,Code_UE,UE,Coef_UE,credit_UE,AnnéEtude,type_UE,Moy_UE,credit_obtenue,Aquit,An_d_obtent_UE
14011097124,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2011
14010896726,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.75,6.0,true,2008
14010896726,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,11.93,12.0,true,2008
14010896726,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,11.67,6.0,true,2008
14010896726,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,10.90,12.0,true,2008
14010896796,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2011
14010896796,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,2.65,4.0,false,2011
14010896796,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,16.20,2.0,true,2009
14010896796,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2011
14010896796,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2011
14010896796,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2011
14010996976,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2011
14010996976,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2011
14010996976,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2011
14010896814,1,LCO,Logique et Connaissance (O),3,6.5,1MGI191,Fondamental,11.18,6.5,true,2011
14011097124,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2011
14011097124,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2011
14011097124,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2011
14010996976,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2011
14010996976,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2011
14010996976,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2011
14010996979,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2011
14010996979,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2011
14010996979,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2011
14010996979,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2011
14010896814,1,MVS,Modélisation Vérification Syst,3.5,9.0,1MGI191,Méthodologique,10.28,9.0,true,2011
14010896814,1,ROP,Recherche Opérationnelle(O),4,9.5,1MGI191,Fondamental,7.63,0.0,false,2011
14010896814,1,ANG2,Anglais,1,2.5,1MGI192,Transversal,15.00,2.5,true,2011
14010896814,1,HWR,Hardware,1.2,3.0,1MGI192,Découverte,11.60,3.0,true,2011
14010896814,1,TWB,Technologie web,4.6,11.5,1MGI192,Fondamental,9.73,7.0,false,2011
14010896814,1,VTI,Vision et Traitement image,4.6,13.0,1MGI192,Méthodologique,11.56,13.0,true,2011
14010896824,1,TRX,Technologie des Réseaux(o),2.6,6.5,1MGI201,Fondamental,10.48,6.5,true,2011
14010896824,1,REOP,Recherche Opérationnelle (o),3.8,9.5,1MGI201,Fondamental,10.03,9.5,true,2011
14010896824,1,ALOG,Architecture logicielle (O),3.6,9.0,1MGI201,Méthodologique,8.29,3.0,false,2011
14010896824,1,UDE,UE Découverte (p),1,2.5,1MGI201,Découverte,11.50,2.5,true,2011
14010896732,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.08,15.0,true,2008
14010896732,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,10.09,9.0,true,2008
14010896732,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.50,6.0,true,2008
14010896732,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,11.23,12.0,true,2008
14010896732,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,7.50,2.0,false,2008
14010896732,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,11.02,12.0,true,2008
14010996979,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2011
14010996979,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2011
14010896824,1,UTE,UE Transversale (o),1,2.5,1MGI201,Transversal,14.50,2.5,true,2011
14010896824,1,VTIM,Vision et Traitement Image,5.2,13.0,1MGI202,Fondamental,11.63,13.0,true,2011
14011097140,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2011
14011097140,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2011
14011097140,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2011
14011097140,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2011
14011097140,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2011
14011097142,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2011
14011097142,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2011
14010896824,1,TCE,Technologie des Télécom,4.6,11.5,1MGI202,Méthodologique,8.91,0.0,false,2011
14010896824,1,EDP,EU Découverte (P),1.2,3.0,1MGI202,Découverte,13.60,3.0,true,2011
14010896824,1,UET,UE Transversales,1,2.5,1MGI202,Transversal,14.50,2.5,true,2011
14010896825,1,TRX,Technologie des Réseaux(o),2.6,6.5,1MGI201,Fondamental,10.00,6.5,true,2011
14010896825,1,REOP,Recherche Opérationnelle (o),3.8,9.5,1MGI201,Fondamental,9.09,3.5,false,2011
14010896825,1,ALOG,Architecture logicielle (O),3.6,9.0,1MGI201,Méthodologique,9.46,3.0,false,2011
14010896825,1,UDE,UE Découverte (p),1,2.5,1MGI201,Découverte,13.50,2.5,true,2011
14010896825,1,UTE,UE Transversale (o),1,2.5,1MGI201,Transversal,13.00,2.5,true,2011
14010896825,1,VTIM,Vision et Traitement Image,5.2,13.0,1MGI202,Fondamental,10.33,13.0,true,2011
14010896825,1,TCE,Technologie des Télécom,4.6,11.5,1MGI202,Méthodologique,9.70,5.0,false,2011
14011097142,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2011
14011097142,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2011
14011097142,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2011
14011097142,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2011
14011097144,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2011
14011097144,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2011
14011097144,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2011
14010896800,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,10.05,15.0,true,2009
14010896800,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,9.65,4.0,false,2009
14010896800,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,12.20,2.0,true,2009
14010896800,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,10.80,14.0,true,2009
14010896800,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,11.07,13.0,true,2009
14010896800,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,9.20,0.0,false,2009
14010896801,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,10.00,15.0,true,2009
14010896825,1,EDP,EU Découverte (P),1.2,3.0,1MGI202,Découverte,15.00,3.0,true,2011
14010896825,1,UET,UE Transversales,1,2.5,1MGI202,Transversal,13.00,2.5,true,2011
14010896830,1,TRX,Technologie des Réseaux(o),2.6,6.5,1MGI201,Fondamental,10.18,6.5,true,2011
14010896830,1,REOP,Recherche Opérationnelle (o),3.8,9.5,1MGI201,Fondamental,9.32,6.0,false,2011
14010896830,1,ALOG,Architecture logicielle (O),3.6,9.0,1MGI201,Méthodologique,11.43,9.0,true,2011
14010896830,1,UDE,UE Découverte (p),1,2.5,1MGI201,Découverte,5.00,0.0,false,2011
14010896830,1,UTE,UE Transversale (o),1,2.5,1MGI201,Transversal,15.50,2.5,true,2011
14010896830,1,VTIM,Vision et Traitement Image,5.2,13.0,1MGI202,Fondamental,11.64,13.0,true,2011
14010896830,1,TCE,Technologie des Télécom,4.6,11.5,1MGI202,Méthodologique,9.87,5.0,false,2011
14010896830,1,EDP,EU Découverte (P),1.2,3.0,1MGI202,Découverte,14.40,3.0,true,2011
14010896801,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,10.55,13.0,true,2009
14010896801,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,13.00,2.0,true,2009
14010896801,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,11.33,14.0,true,2009
14010896801,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,9.93,4.0,false,2009
14010896801,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,9.60,0.0,false,2009
14010896830,1,UET,UE Transversales,1,2.5,1MGI202,Transversal,15.50,2.5,true,2011
14010896831,1,TRX,Technologie des Réseaux(o),2.6,6.5,1MGI201,Fondamental,11.06,6.5,true,2011
14010896831,1,REOP,Recherche Opérationnelle (o),3.8,9.5,1MGI201,Fondamental,9.77,3.5,false,2011
14010896831,1,ALOG,Architecture logicielle (O),3.6,9.0,1MGI201,Méthodologique,8.20,3.0,false,2011
14011097144,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2011
14011097144,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2011
14011097144,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2011
14011097152,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,9.49,5.0,false,2011
14011097152,2,UEIN2,UE Fondamental-INF2,6,12.0,2MIAS173,Fondamental,9.51,8.0,false,2011
14011097152,2,UEIN3,UE Méthodologique-INF3,2,4.0,2MIAS173,Méthodologie,10.25,4.0,true,2011
14011097152,2,UEIN4,UE Fondamental-INF4,8,16.0,2MIAS174,Fondamental,8.47,0.0,false,2011
14010896805,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,10.78,15.0,true,2009
14010896831,1,UDE,UE Découverte (p),1,2.5,1MGI201,Découverte,10.50,2.5,true,2011
14010896831,1,UTE,UE Transversale (o),1,2.5,1MGI201,Transversal,17.00,2.5,true,2011
14010896831,1,VTIM,Vision et Traitement Image,5.2,13.0,1MGI202,Fondamental,10.51,13.0,true,2011
14010896831,1,TCE,Technologie des Télécom,4.6,11.5,1MGI202,Méthodologique,8.70,5.0,false,2011
14010896831,1,EDP,EU Découverte (P),1.2,3.0,1MGI202,Découverte,13.90,3.0,true,2011
14010896831,1,UET,UE Transversales,1,2.5,1MGI202,Transversal,17.00,2.5,true,2011
14010896834,1,TRX,Technologie des Réseaux(o),2.6,6.5,1MGI201,Fondamental,10.28,6.5,true,2011
14010896834,1,REOP,Recherche Opérationnelle (o),3.8,9.5,1MGI201,Fondamental,8.38,0.0,false,2011
14010896834,1,ALOG,Architecture logicielle (O),3.6,9.0,1MGI201,Méthodologique,11.43,9.0,true,2011
14010896834,1,UDE,UE Découverte (p),1,2.5,1MGI201,Découverte,6.00,0.0,false,2011
14011097152,2,UEIN5,UE Fondamental-INF5,6,12.0,2MIAS174,Fondamental,10.65,12.0,true,2011
14011097152,2,UEIN6,UE Méthodologique-INF6,1,2.0,2MIAS174,Méthodologique,8.00,0.0,false,2011
14011097154,2,MG7,UEF1 ( MG7 ),15,15.0,2MIAS183,Fondamental,0.00,0.0,false,2011
14011097154,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,0.00,0.0,false,2011
14011097154,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,0.00,0.0,false,2011
14011097154,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,0.00,0.0,false,2011
14010896752,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.12,15.0,true,2008
14010896752,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,9.82,6.0,false,2008
14010896752,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,10.50,6.0,true,2008
14010896752,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,10.46,12.0,true,2008
14010896752,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,12.00,6.0,true,2008
14010896752,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,10.24,12.0,true,2008
14010896754,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.65,12.0,false,2008
14010896754,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,11.24,9.0,true,2008
14010896834,1,UTE,UE Transversale (o),1,2.5,1MGI201,Transversal,17.00,2.5,true,2011
14010896834,1,VTIM,Vision et Traitement Image,5.2,13.0,1MGI202,Fondamental,11.32,13.0,true,2011
14010896834,1,TCE,Technologie des Télécom,4.6,11.5,1MGI202,Méthodologique,10.91,11.5,true,2011
14010896834,1,EDP,EU Découverte (P),1.2,3.0,1MGI202,Découverte,12.80,3.0,true,2011
14010896834,1,UET,UE Transversales,1,2.5,1MGI202,Transversal,17.00,2.5,true,2011
14010896835,1,ANG,Anglais Premier Niveau,1,2.5,1MGI191,Transversal,10.00,2.5,true,2011
14010896835,1,BSE,BD_Dat_SW_EL,1,2.5,1MGI191,Découverte,11.80,2.5,true,2011
14010896835,1,LCO,Logique et Connaissance (O),3,6.5,1MGI191,Fondamental,10.80,6.5,true,2011
14010896754,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,12.00,6.0,true,2008
14010896754,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,10.95,12.0,true,2008
14010896754,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,10.00,6.0,true,2008
14010896754,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,9.13,8.0,false,2008
14010896755,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.29,3.0,false,2008
14010896755,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,11.65,9.0,true,2008
14010896755,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.38,6.0,true,2008
14010896755,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,10.83,12.0,true,2008
14010896755,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,9.33,4.0,false,2008
14010896755,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,13.08,12.0,true,2008
14010896756,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.62,15.0,true,2008
14010896756,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,11.87,9.0,true,2008
14010896756,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,8.88,3.0,false,2008
14010896756,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,10.98,12.0,true,2008
14010896756,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,8.83,4.0,false,2008
14010896756,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,12.08,12.0,true,2008
14010896757,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.34,6.0,false,2009
14010896757,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,11.91,9.0,true,2009
14010896757,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.25,6.0,true,2009
14010896757,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,10.41,12.0,true,2011
14010896757,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,12.50,6.0,true,2009
14010896757,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,7.15,4.0,false,2011
14010996985,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996985,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,16.37,14.5,true,2010
14010996985,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,12.68,15.5,true,2010
14010996986,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,11.19,15.5,true,2010
14010896835,1,MVS,Modélisation Vérification Syst,3.5,9.0,1MGI191,Méthodologique,12.11,9.0,true,2011
14010896835,1,ROP,Recherche Opérationnelle(O),4,9.5,1MGI191,Fondamental,7.91,0.0,false,2011
14010896835,1,ANG2,Anglais,1,2.5,1MGI192,Transversal,10.00,2.5,true,2011
14010896835,1,HWR,Hardware,1.2,3.0,1MGI192,Découverte,13.40,3.0,true,2011
14010896835,1,TWB,Technologie web,4.6,11.5,1MGI192,Fondamental,9.18,2.5,false,2011
14010896835,1,VTI,Vision et Traitement image,4.6,13.0,1MGI192,Méthodologique,11.48,13.0,true,2011
14010996986,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,13.16,14.5,true,2010
14010996986,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996987,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,13.74,15.5,true,2010
14010996987,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,14.26,14.5,true,2010
14010996987,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996988,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996988,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,14.46,14.5,true,2010
14010996988,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,11.92,15.5,true,2010
14010996989,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996989,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,13.80,14.5,true,2010
14010896837,1,ANG,Anglais Premier Niveau,1,2.5,1MGI191,Transversal,10.00,2.5,true,2011
14010896837,1,BSE,BD_Dat_SW_EL,1,2.5,1MGI191,Découverte,10.80,2.5,true,2011
14010896837,1,LCO,Logique et Connaissance (O),3,6.5,1MGI191,Fondamental,11.67,6.5,true,2011
14010896837,1,MVS,Modélisation Vérification Syst,3.5,9.0,1MGI191,Méthodologique,10.87,9.0,true,2011
14010896837,1,ROP,Recherche Opérationnelle(O),4,9.5,1MGI191,Fondamental,8.88,0.0,false,2011
14010896837,1,ANG2,Anglais,1,2.5,1MGI192,Transversal,10.00,2.5,true,2011
14010996989,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,11.14,15.5,true,2010
14010996990,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,7.84,0.0,false,2010
14010996990,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,12.20,14.5,true,2010
14010996990,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2011
14010996991,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996991,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,14.14,14.5,true,2010
14010996991,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,10.29,15.5,true,2010
14010996992,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996992,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,15.46,14.5,true,2010
14010996992,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,12.28,15.5,true,2010
14010896837,1,HWR,Hardware,1.2,3.0,1MGI192,Découverte,14.20,3.0,true,2011
14010896837,1,TWB,Technologie web,4.6,11.5,1MGI192,Fondamental,10.08,11.5,true,2011
14010896837,1,VTI,Vision et Traitement image,4.6,13.0,1MGI192,Méthodologique,11.60,13.0,true,2011
14010896841,1,TRX,Technologie des Réseaux(o),2.6,6.5,1MGI201,Fondamental,9.26,3.0,false,2011
14010896841,1,REOP,Recherche Opérationnelle (o),3.8,9.5,1MGI201,Fondamental,7.51,3.5,false,2011
14010896841,1,ALOG,Architecture logicielle (O),3.6,9.0,1MGI201,Méthodologique,8.64,3.0,false,2011
14010896767,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.55,12.0,false,2008
14010896767,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,10.08,9.0,true,2008
14010896767,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,13.25,6.0,true,2008
14010896767,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,12.14,12.0,true,2008
14010996993,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996993,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,13.89,14.5,true,2010
14010996993,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,12.48,15.5,true,2010
14010996994,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996994,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,13.82,14.5,true,2010
14010996994,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,10.42,15.5,true,2010
14010996996,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996996,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,12.78,14.5,true,2010
14010996996,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,11.73,15.5,true,2010
14010996997,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996997,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,13.23,14.5,true,2010
14010996997,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,11.14,15.5,true,2010
14010896767,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,14.33,6.0,true,2008
14010896767,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,11.62,12.0,true,2008
14010896770,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,9.73,6.0,false,2008
14010896770,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,8.93,3.0,false,2008
14010896770,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,13.25,6.0,true,2008
14010896770,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,9.42,3.0,false,2008
14010896770,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,11.00,6.0,true,2008
14010896770,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,11.01,12.0,true,2008
14010996999,2,SCCD,Sys Controle Comde Distribues,3.4,15.5,2MGI193,Fondamental,0.00,0.0,false,2010
14010996999,2,UEMSI,UE Méthodologie,3.2,14.5,2MGI193,Méthodologique,6.59,5.5,false,2011
14010996999,2,SDC,Sys Décisionels et Coopératifs,3.4,15.5,2MGI193,Fondamental,11.42,15.5,true,2010
14010896841,1,UDE,UE Découverte (p),1,2.5,1MGI201,Découverte,12.00,2.5,true,2011
14010896841,1,UTE,UE Transversale (o),1,2.5,1MGI201,Transversal,10.00,2.5,true,2011
14011097154,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,0.00,0.0,false,2011
14011097154,2,MG12,UE Transvesales ( MG12 ),3,3.0,2MIAS184,Transversal,0.00,0.0,false,2011
14011097195,2,UEIN1,UE Fondamental -INF1,7,14.0,2MIAS173,Fondamental,10.24,14.0,true,2011
14010896774,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,11.32,15.0,true,2008
14010896774,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,9.03,6.0,false,2008
14010896774,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,13.13,6.0,true,2008
14010896774,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,8.56,6.0,false,2008
14010896774,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,13.58,6.0,true,2008
14010896774,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,13.79,12.0,true,2008
14010896775,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,10.90,15.0,true,2008
14010896775,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,12.08,9.0,true,2008
14010896775,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.25,6.0,true,2008
14010896775,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,10.13,12.0,true,2008
14010896775,1,UED23,Unite decouverte 23 ,1,6.0,1MIAS172,Découverte,10.67,6.0,true,2008
14010896775,1,UEF21,Unite Fondamentale 21,2,12.0,1MIAS172,Fondamental,8.53,8.0,false,2009
14010896805,2,MG8,UEM1 ( MG8 ),13,13.0,2MIAS183,Méthodologique,11.78,13.0,true,2009
14010896805,2,MG9,UED1 ( MG9 ),02,2.0,2MIAS183,Découverte,16.60,2.0,true,2009
14010896805,2,MG10,UEF1 ( MG10 ),14,14.0,2MIAS184,Fondamental,11.45,14.0,true,2009
14010896805,2,MG11,UEM1 ( MG11 ),13,13.0,2MIAS184,Méthodologique,12.33,13.0,true,2009
14010896777,1,UEF11,Unite enseignement fondamental,5,15.0,1MIAS171,Fondamental,7.37,6.0,false,2008
14010896777,1,UED,Unite enseignement decouverte ,3,9.0,1MIAS171,Découverte,8.76,3.0,false,2008
14010896777,1,UEM ,Unite ensgnement methodo,2,6.0,1MIAS171,Transversal,11.25,6.0,true,2008
14010896777,1,UEF22,Unite fondamentale 22,2,12.0,1MIAS172,Fondamental,5.79,0.0,false,2008
